category_id	category_text
71251891	Vehicle > Spare parts > Electrics > Engine electrics
71262349	Vehicle > Spare parts > Electrics > Body electrics
90441	Vehicle > Spare parts > Car interior
90443	Vehicle > Spare parts > Fuel system
70879158	Vehicle > Spare parts > Fuel system > Gas cylinder equipment
70883408	Vehicle > Spare parts > Fuel system > Car Fuel System Spare Parts
90447	Vehicle > Spare parts > Washer
90450	Vehicle > Spare parts > Exhaust system
71402827	Vehicle > Spare parts > Exhaust system > Exhaust pipes and mufflers
71405825	Vehicle > Spare parts > Exhaust system > Muffler corrugations
71408824	Vehicle > Spare parts > Exhaust system > Exhaust System Spare Parts
71411822	Vehicle > Spare parts > Exhaust system > Flame arresters
90452	Vehicle > Spare parts > Glass
90453	Vehicle > Spare parts > Transmission
71380208	Vehicle > Spare parts > Transmission > Spare parts for car transmission
71385694	Vehicle > Spare parts > Transmission > Drive shafts and JOINT
71391178	Vehicle > Spare parts > Transmission > Coupling and components
71396664	Vehicle > Spare parts > Transmission > Transmission assemblies
90464	Vehicle > Spare parts > Interior rear view mirrors
278339	Vehicle > Spare parts > Car signals
6499811	Vehicle > Spare parts > Car lighting
289013	Vehicle > Spare parts > Car lighting > Lighting systems
599235	Vehicle > Spare parts > Car lighting > Headlights
70913241	Vehicle > Spare parts > Car lighting > Headlights > Daytime running lights
70916761	Vehicle > Spare parts > Car lighting > Headlights > Spare parts for car lights and headlights
70920281	Vehicle > Spare parts > Car lighting > Headlights > Flashing lights
70923801	Vehicle > Spare parts > Car lighting > Headlights > Car headlights
70927321	Vehicle > Spare parts > Car lighting > Headlights > Car lights
14405299	Vehicle > Spare parts > Car lighting > Car lamps
17692691	Vehicle > Spare parts > Car lighting > Car xenon
599239	Vehicle > Spare parts > Car lighting > Car xenon > Xenon bundle
13885651	Vehicle > Spare parts > Car lighting > Car xenon > Accessories for xenon
17613548	Vehicle > Spare parts > Car lighting > Car xenon > Accessories for xenon > Xenon Lamp Ignition
17613580	Vehicle > Spare parts > Car lighting > Car xenon > Accessories for xenon > Bi-xenon lenses
17613704	Vehicle > Spare parts > Car lighting > Car xenon > Accessories for xenon > other accessories
12327177	Vehicle > Spare parts > Filters
90442	Vehicle > Spare parts > Filters > Oil filters
90449	Vehicle > Spare parts > Filters > Fuel filters
6101352	Vehicle > Spare parts > Filters > Air filters
13477846	Vehicle > Spare parts > Filters > Cabin filters
12327183	Vehicle > Spare parts > Battery
90436	Vehicle > Spare parts > Battery > Rechargeable batteries
6856242	Vehicle > Spare parts > Battery > Battery chargers
71684299	Vehicle > Spare parts > Battery > Battery chargers > Accessories for starting and charging devices of accumulators
71686130	Vehicle > Spare parts > Battery > Battery chargers > Start-up chargers for car accumulators
12757915	Vehicle > Spare parts > Battery > Jumper leads and charging cables
14423069	Vehicle > Spare parts > Bearings
14696956	Vehicle > Spare parts > Spark plug
16356279	Vehicle > Spare parts > Tire pressure sensors
17424279	Vehicle > Spare parts > Braking System
599244	Vehicle > Spare parts > Braking System > Other braking system components
71426048	Vehicle > Spare parts > Braking System > Other braking system components > Other brake system spare parts
71429925	Vehicle > Spare parts > Braking System > Other braking system components > Brake System Repair Kits
17424401	Vehicle > Spare parts > Braking System > Brake discs
17424413	Vehicle > Spare parts > Braking System > Brake pads
17424425	Vehicle > Spare parts > Braking System > Brake drums
17424511	Vehicle > Spare parts > Braking System > Brake calipers
17424596	Vehicle > Spare parts > Braking System > Brake hoses
17424668	Vehicle > Spare parts > Braking System > Parking brake cables
17424675	Vehicle > Spare parts > Braking System > Brake master cylinders
17424682	Vehicle > Spare parts > Braking System > Brake wheel cylinders
17424691	Vehicle > Spare parts > Braking System > ABS sensors
17424696	Vehicle > Spare parts > Braking System > Brake pad wear sensors
17544358	Vehicle > Spare parts > Car body parts
90438	Vehicle > Spare parts > Car body parts > Other car body parts
71192611	Vehicle > Spare parts > Car body parts > Other car body parts > Car locks
71199344	Vehicle > Spare parts > Car body parts > Other car body parts > Body panels
71206077	Vehicle > Spare parts > Car body parts > Other car body parts > Other body parts
71842694	Vehicle > Spare parts > Car body parts > Other car body parts > Power elements of the body
71849427	Vehicle > Spare parts > Car body parts > Other car body parts > Body seals
71856160	Vehicle > Spare parts > Car body parts > Other car body parts > Hood and trunk stops
17544372	Vehicle > Spare parts > Car body parts > Bumpers
17544379	Vehicle > Spare parts > Car body parts > Car hoods
17544389	Vehicle > Spare parts > Car body parts > Car trunk lids and doors
17544403	Vehicle > Spare parts > Car body parts > Car body fenders
17544445	Vehicle > Spare parts > Car body parts > Doors
17544451	Vehicle > Spare parts > Car body parts > Car body hinges
17544461	Vehicle > Spare parts > Car body parts > Bumper reinforcements
17544504	Vehicle > Spare parts > Car body parts > Radiator frames
17544509	Vehicle > Spare parts > Car body parts > Bumper brackets
17544526	Vehicle > Spare parts > Car body parts > Bumper plugs and inserts
17544540	Vehicle > Spare parts > Car body parts > Moldings
17544545	Vehicle > Spare parts > Car body parts > Radiator grilles
17544730	Vehicle > Spare parts > Car body parts > Door handles
17544749	Vehicle > Spare parts > Car body parts > External rear view mirrors
17700621	Vehicle > Spare parts > Suspension
90451	Vehicle > Spare parts > Suspension > Other suspension components
71584873	Vehicle > Spare parts > Suspension > Other suspension components > Car Suspension Spring Buffers
71591405	Vehicle > Spare parts > Suspension > Other suspension components > Suspension bushings
71597937	Vehicle > Spare parts > Suspension > Other suspension components > Other suspension parts
71604475	Vehicle > Spare parts > Suspension > Other suspension components > Suspension stabilizer
71611007	Vehicle > Spare parts > Suspension > Other suspension components > Wheel hub
17700865	Vehicle > Spare parts > Suspension > Shock absorbers and struts
17700961	Vehicle > Spare parts > Suspension > Levers
17701428	Vehicle > Spare parts > Suspension > Silent blocks
17701465	Vehicle > Spare parts > Suspension > Springs
17701923	Vehicle > Spare parts > Suspension > Shock absorber bumpers and boots
17701936	Vehicle > Spare parts > Suspension > Suspension strut supports
17702016	Vehicle > Spare parts > Suspension > Springs
17702041	Vehicle > Spare parts > Suspension > Ball joints
18119110	Vehicle > Spare parts > Components of car climate systems
33487550	Vehicle > Spare parts > Spare parts for special equipment
71771524	Vehicle > Spare parts > Spare parts for special equipment > Spare parts for special equipment
71773379	Vehicle > Spare parts > Spare parts for special equipment > Trailers for special equipment
60512316	Vehicle > Spare parts > Automotive fasteners
60512368	Vehicle > Spare parts > Automotive gaskets and seals
90455	Vehicle > Anti-theft devices
90456	Vehicle > Anti-theft devices > Anti-theft systems
90457	Vehicle > Anti-theft devices > Mechanical interlocks
90459	Vehicle > Anti-theft devices > Car alarms
90460	Vehicle > Anti-theft devices > Immobilizers
14919550	Vehicle > Anti-theft devices > Keychains and cases
71674416	Vehicle > Anti-theft devices > Keychains and cases > Key rings for car alarms
71675327	Vehicle > Anti-theft devices > Keychains and cases > Spare parts for car alarm keychain
17418380	Vehicle > Anti-theft devices > Accessories
90461	Vehicle > Accessories and equipment
90470	Vehicle > Accessories and equipment > Wiper blades
71784813	Vehicle > Accessories and equipment > Wiper blades > Accessories for wiper blades
71787176	Vehicle > Accessories and equipment > Wiper blades > Wiper blades
454910	Vehicle > Accessories and equipment > Car refrigerators
71467543	Vehicle > Accessories and equipment > Car refrigerators > Car coolers
71467939	Vehicle > Accessories and equipment > Car refrigerators > Car Cooler Accessories
4953538	Vehicle > Accessories and equipment > Protection and external tuning
90472	Vehicle > Accessories and equipment > Protection and external tuning > Stickers and badges
71665598	Vehicle > Accessories and equipment > Protection and external tuning > Stickers and badges > Car stickers
71668557	Vehicle > Accessories and equipment > Protection and external tuning > Stickers and badges > Logos on cars
289014	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements
71282605	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car body lifts
71285543	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car windmills
71288482	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car mirrors for the dead zone
71291423	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car signs
71294361	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car communicators
71297300	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Sets of body kits
71300244	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car body linings
71303187	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car pedal pads
71306125	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Muffler attachments
71309063	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Handbrake trim
71312007	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Podiums for license plates
71314945	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car armrests
71317886	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Automotive grids
71320827	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Car spoilers
71323765	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Tsurikawa
71326707	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Spare wheel cover
71329647	Vehicle > Accessories and equipment > Protection and external tuning > Other tuning elements > Fuel savers
4949780	Vehicle > Accessories and equipment > Protection and external tuning > Deflectors
4953546	Vehicle > Accessories and equipment > Protection and external tuning > Headlight protection
4953547	Vehicle > Accessories and equipment > Protection and external tuning > Bumper protection
4953550	Vehicle > Accessories and equipment > Protection and external tuning > Crankcase, engine, gearbox protection
4953551	Vehicle > Accessories and equipment > Protection and external tuning > Fender liners and arch extensions
71761016	Vehicle > Accessories and equipment > Protection and external tuning > Fender liners and arch extensions > Car fenders
71761666	Vehicle > Accessories and equipment > Protection and external tuning > Fender liners and arch extensions > Wheel arch extensions
12423968	Vehicle > Accessories and equipment > Protection and external tuning > Mudguards
13208052	Vehicle > Accessories and equipment > Protection and external tuning > Car threshold and door sill
16808461	Vehicle > Accessories and equipment > Protection and external tuning > Car threshold and door sill > Car door sill
16808666	Vehicle > Accessories and equipment > Protection and external tuning > Car threshold and door sill > Threshold protection
13208057	Vehicle > Accessories and equipment > Protection and external tuning > Wheel covers
13208217	Vehicle > Accessories and equipment > Protection and external tuning > Vinyl wrap
71439214	Vehicle > Accessories and equipment > Protection and external tuning > Vinyl wrap > Protective films of the car interior
71440214	Vehicle > Accessories and equipment > Protection and external tuning > Vinyl wrap > Decorative films for cars
71441210	Vehicle > Accessories and equipment > Protection and external tuning > Vinyl wrap > Tinting films for cars
13208218	Vehicle > Accessories and equipment > Protection and external tuning > Snorkels
13208229	Vehicle > Accessories and equipment > Protection and external tuning > Power bumpers
13208249	Vehicle > Accessories and equipment > Protection and external tuning > Frames for car numbers
71468335	Vehicle > Accessories and equipment > Protection and external tuning > Frames for car numbers > Fasteners for numbered frames
71469426	Vehicle > Accessories and equipment > Protection and external tuning > Frames for car numbers > Room frames
10595701	Vehicle > Accessories and equipment > Anti-skid chains
70887659	Vehicle > Accessories and equipment > Anti-skid chains > Car trucks
70888091	Vehicle > Accessories and equipment > Anti-skid chains > Car Snow chains
12327158	Vehicle > Accessories and equipment > Car interior
90465	Vehicle > Accessories and equipment > Car interior > Seat covers and capes
90471	Vehicle > Accessories and equipment > Car interior > Car mats
70935302	Vehicle > Accessories and equipment > Car interior > Car mats > Car floor mats
70937183	Vehicle > Accessories and equipment > Car interior > Car mats > Car interior linings
599236	Vehicle > Accessories and equipment > Car interior > Braids on the steering wheel
70933736	Vehicle > Accessories and equipment > Car interior > Braids on the steering wheel > Steering wheel braids
70934520	Vehicle > Accessories and equipment > Car interior > Braids on the steering wheel > Handles on the steering wheel
599237	Vehicle > Accessories and equipment > Car interior > Gear knobs
71339879	Vehicle > Accessories and equipment > Car interior > Gear knobs > Checkpoint handles
71340918	Vehicle > Accessories and equipment > Car interior > Gear knobs > Gear lever covers
13207991	Vehicle > Accessories and equipment > Car interior > Bags and organizers
71707524	Vehicle > Accessories and equipment > Car interior > Bags and organizers > Car hangers and hooks
71709602	Vehicle > Accessories and equipment > Car interior > Bags and organizers > Car Beverage Holders
71711679	Vehicle > Accessories and equipment > Car interior > Bags and organizers > Car tables
71713758	Vehicle > Accessories and equipment > Car interior > Bags and organizers > Car bags and organizers
13207994	Vehicle > Accessories and equipment > Car interior > Curtains
13208000	Vehicle > Accessories and equipment > Car interior > Car kettles and coffee makers
71356371	Vehicle > Accessories and equipment > Car interior > Car kettles and coffee makers > Household appliances for cars
71356636	Vehicle > Accessories and equipment > Car interior > Car kettles and coffee makers > Thermal cup holders
71356899	Vehicle > Accessories and equipment > Car interior > Car kettles and coffee makers > Car kettles
16663216	Vehicle > Accessories and equipment > Car interior > Car pillows
18102666	Vehicle > Accessories and equipment > Car interior > Other accessories
12327172	Vehicle > Accessories and equipment > Emergency supplies
90446	Vehicle > Accessories and equipment > Emergency supplies > Tow ropes
71679346	Vehicle > Accessories and equipment > Emergency supplies > Tow ropes > The couplings are rigid
71680850	Vehicle > Accessories and equipment > Emergency supplies > Tow ropes > Tow ropes
90467	Vehicle > Accessories and equipment > Emergency supplies > First aid kits for cars
13199957	Vehicle > Accessories and equipment > Emergency supplies > Warning triangles
13199962	Vehicle > Accessories and equipment > Emergency supplies > Sets and Kits
12327203	Vehicle > Accessories and equipment > Care tools
90468	Vehicle > Accessories and equipment > Care tools > Brushes and scrapers
285249	Vehicle > Accessories and equipment > Care tools > Car cover
71779038	Vehicle > Accessories and equipment > Care tools > Car cover > Car Window Covers
71780130	Vehicle > Accessories and equipment > Care tools > Car cover > Tire covers
71781220	Vehicle > Accessories and equipment > Care tools > Car cover > Car covers and awnings
11741397	Vehicle > Accessories and equipment > Care tools > Insulation materials for cars
13199937	Vehicle > Accessories and equipment > Winches
71188133	Vehicle > Accessories and equipment > Winches > Winch Accessories
71188563	Vehicle > Accessories and equipment > Winches > Winches for cars and motorcycles
13207999	Vehicle > Accessories and equipment > Engine and interior heaters
71359029	Vehicle > Accessories and equipment > Engine and interior heaters > Car heater Accessories
71360473	Vehicle > Accessories and equipment > Engine and interior heaters > Steering Wheel Heating Kits
71361922	Vehicle > Accessories and equipment > Engine and interior heaters > Autonomous heaters for cars
71363365	Vehicle > Accessories and equipment > Engine and interior heaters > Car fan heaters
13208016	Vehicle > Accessories and equipment > Car trunk organizers
90474	Vehicle > Accessories and equipment > Car trunk organizers > Trunks and rails
71746717	Vehicle > Accessories and equipment > Car trunk organizers > Trunks and rails > Car trunks
71747544	Vehicle > Accessories and equipment > Car trunk organizers > Trunks and rails > Luggage arches
71748371	Vehicle > Accessories and equipment > Car trunk organizers > Trunks and rails > Luggage arch supports
71749198	Vehicle > Accessories and equipment > Car trunk organizers > Trunks and rails > Car rails
6139445	Vehicle > Accessories and equipment > Car trunk organizers > Towbars
70940110	Vehicle > Accessories and equipment > Car trunk organizers > Towbars > Accessories for towbars
70940807	Vehicle > Accessories and equipment > Car trunk organizers > Towbars > Towbars
70941505	Vehicle > Accessories and equipment > Car trunk organizers > Towbars > Towbar electrics
13208029	Vehicle > Accessories and equipment > Car trunk organizers > Roof boxes
13208041	Vehicle > Accessories and equipment > Car trunk organizers > Fastening for luggage
16742436	Vehicle > Accessories and equipment > Car trunk organizers > Accessories for car trunk organizers
16742482	Vehicle > Accessories and equipment > Car trunk organizers > Belts, cords and elastic bands for luggage
90477	Vehicle > Oils and technical fluids
90478	Vehicle > Oils and technical fluids > Motor oils
90479	Vehicle > Oils and technical fluids > Transmission oil
90480	Vehicle > Oils and technical fluids > Antifreeze
90486	Vehicle > Oils and technical fluids > Brake fluids
90489	Vehicle > Oils and technical fluids > Lubricants
71352014	Vehicle > Oils and technical fluids > Lubricants > Defrosting locks and windows
71354193	Vehicle > Oils and technical fluids > Lubricants > Automotive lubrication
14350309	Vehicle > Oils and technical fluids > Additives, flushes and additives
71277279	Vehicle > Oils and technical fluids > Additives, flushes and additives > Sets of additives and car washes
71278610	Vehicle > Oils and technical fluids > Additives, flushes and additives > Cleaners of internal systems of the car
71279942	Vehicle > Oils and technical fluids > Additives, flushes and additives > Automotive additives
71281273	Vehicle > Oils and technical fluids > Additives, flushes and additives > Electrolytes
14368112	Vehicle > Oils and technical fluids > Special oils
71548986	Vehicle > Oils and technical fluids > Special oils > Special oil for motor vehicles
71549854	Vehicle > Oils and technical fluids > Special oils > Impregnation for the air filter
71550722	Vehicle > Oils and technical fluids > Special oils > Leak detection tools
17426530	Vehicle > Oils and technical fluids > Funnels
27807410	Vehicle > Oils and technical fluids > Distilled water
90497	Vehicle > Motor vehicles
90498	Vehicle > Motor vehicles > Motorcycles
71424903	Vehicle > Motor vehicles > Motorcycles > Quad bikes
71425284	Vehicle > Motor vehicles > Motorcycles > Motorcycle equipment
71425665	Vehicle > Motor vehicles > Motorcycles > Tricycles
90499	Vehicle > Motor vehicles > Snowmobiles
71272807	Vehicle > Motor vehicles > Snowmobiles > Motorcycle tow trucks
71272909	Vehicle > Motor vehicles > Snowmobiles > Snowmobiles
1037332	Vehicle > Motor vehicles > Scooters
71687961	Vehicle > Motor vehicles > Scooters > Golf carts
71688218	Vehicle > Motor vehicles > Scooters > Mopeds
71688478	Vehicle > Motor vehicles > Scooters > Scooters
10833344	Vehicle > Motor vehicles > Accessories
71718121	Vehicle > Motor vehicles > Accessories > USB connector for motorcycles
71719986	Vehicle > Motor vehicles > Accessories > Motorcycle Accessories
71721851	Vehicle > Motor vehicles > Accessories > Luggage racks for motor vehicles
71723717	Vehicle > Motor vehicles > Accessories > Luggage nets for motor vehicles
71725582	Vehicle > Motor vehicles > Accessories > Caterpillar for motor vehicles
71727448	Vehicle > Motor vehicles > Accessories > Protection for motor vehicles
71729313	Vehicle > Motor vehicles > Accessories > Mats for motorcycles
71731179	Vehicle > Motor vehicles > Accessories > Trunks for motor vehicles
71733044	Vehicle > Motor vehicles > Accessories > Fasteners for motorcycle accessories
71734913	Vehicle > Motor vehicles > Accessories > Snowmobile skis
71736784	Vehicle > Motor vehicles > Accessories > Motorcycle stickers
71738656	Vehicle > Motor vehicles > Accessories > Anti-theft devices for motor vehicles
71740522	Vehicle > Motor vehicles > Accessories > Snowmobile Scrapers
71742387	Vehicle > Motor vehicles > Accessories > Snow dump for motor vehicles
71744253	Vehicle > Motor vehicles > Accessories > Motorcycle covers
13946516	Vehicle > Motor vehicles > Outfit and protection
13876288	Vehicle > Motor vehicles > Outfit and protection > Hemlet
71534912	Vehicle > Motor vehicles > Outfit and protection > Hemlet > Motorcycle helmets
71535600	Vehicle > Motor vehicles > Outfit and protection > Hemlet > Snowmobile helmets
13876298	Vehicle > Motor vehicles > Outfit and protection > Suit
71466972	Vehicle > Motor vehicles > Outfit and protection > Suit > Motorcycle overalls
71467089	Vehicle > Motor vehicles > Outfit and protection > Suit > Motorcycle suits
13876313	Vehicle > Motor vehicles > Outfit and protection > Jacket
71070148	Vehicle > Motor vehicles > Outfit and protection > Jacket > Snowmobile jackets
71070333	Vehicle > Motor vehicles > Outfit and protection > Jacket > Motorcycle jackets
71070519	Vehicle > Motor vehicles > Outfit and protection > Jacket > Motorcycle shirts and hoodies
13876322	Vehicle > Motor vehicles > Outfit and protection > Pants
71192297	Vehicle > Motor vehicles > Outfit and protection > Pants > Snowmobile trousers
71192455	Vehicle > Motor vehicles > Outfit and protection > Pants > Motorcycle trousers
13876334	Vehicle > Motor vehicles > Outfit and protection > Boots and shoes
